ERROR: Component M287 is not in a mock fail state
ERROR: Component P180 is not currently installed
[OBSERVER] Component M452 changed from FAILED to PENDING
[OBSERVER] Component M438 changed from INSTALLED to PENDING
[OBSERVER] Component M423 changed from FAILED to PENDING
[OBSERVER] Component M389 changed from INSTALLED to PENDING
[OBSERVER] Component M374 changed from INSTALLED to PENDING
[OBSERVER] Component M367 changed from INSTALLED to PENDING
[OBSERVER] Component M340 changed from INSTALLED to PENDING
[OBSERVER] Component M338 changed from INSTALLED to PENDING
[OBSERVER] Component M330 changed from INSTALLED to PENDING
[OBSERVER] Component M310 changed from INSTALLED to PENDING
[OBSERVER] Component M287 changed from INSTALLED to PENDING
[OBSERVER] Component M259 changed from INSTALLED to PENDING
[OBSERVER] Component M252 changed from INSTALLED to PENDING
[OBSERVER] Component M250 changed from INSTALLED to PENDING
[OBSERVER] Component M220 changed from INSTALLED to PENDING
[OBSERVER] Component M216 changed from FAILED to PENDING
[OBSERVER] Component M215 changed from INSTALLED to PENDING
[OBSERVER] Component M214 changed from INSTALLED to PENDING
[OBSERVER] Component M213 changed from INSTALLED to PENDING
[OBSERVER] Component M209 changed from INSTALLED to PENDING
[OBSERVER] Component M177 changed from INSTALLED to PENDING
[OBSERVER] Component M166 changed from INSTALLED to PENDING
[OBSERVER] Component M160 changed from INSTALLED to PENDING
[OBSERVER] Component M139 changed from INSTALLED to PENDING
[OBSERVER] Component M122 changed from INSTALLED to PENDING
[OBSERVER] Component M95 changed from INSTALLED to PENDING
[OBSERVER] Component M87 changed from INSTALLED to PENDING
[OBSERVER] Component M84 changed from INSTALLED to PENDING
[OBSERVER] Component M52 changed from FAILED to PENDING
[OBSERVER] Component M45 changed from INSTALLED to PENDING
[OBSERVER] Component M28 changed from INSTALLED to PENDING
[OBSERVER] Component M870 changed from PENDING to INSTALLED
[OBSERVER] Component M787 changed from PENDING to INSTALLED
[OBSERVER] Component M109 changed from PENDING to INSTALLED
[OBSERVER] Component M826 changed from PENDING to FAILED
[OBSERVER] Component M109 changed from INSTALLED to PENDING
[OBSERVER] Component M787 changed from INSTALLED to PENDING
[OBSERVER] Component M870 changed from INSTALLED to PENDING
[OBSERVER] Component P155 changed from PENDING to FAILED
ERROR: Invalid command
ERROR: Component M317 is not currently installed
[OBSERVER] Component M287 changed from PENDING to INSTALLED
[OBSERVER] Component P404 changed from PENDING to INSTALLED
[OBSERVER] Component P545 changed from PENDING to INSTALLED
[OBSERVER] Component M173 changed from PENDING to INSTALLED
[OBSERVER] Component M865 changed from PENDING to INSTALLED
[OBSERVER] Component M491 changed from PENDING to INSTALLED
[OBSERVER] Component M24 changed from PENDING to INSTALLED
[OBSERVER] Component M843 changed from PENDING to INSTALLED
[OBSERVER] Component P497 changed from PENDING to INSTALLED
[OBSERVER] Component M90 changed from PENDING to INSTALLED
[OBSERVER] Component P163 changed from PENDING to INSTALLED
[OBSERVER] Component P4 changed from PENDING to INSTALLED
[OBSERVER] Component M126 changed from PENDING to INSTALLED
[OBSERVER] Component P400 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to INSTALLED
[OBSERVER] Component M376 changed from PENDING to INSTALLED
[OBSERVER] Component P202 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Cannot attach to a module
[OBSERVER] Component M674 changed from PENDING to INSTALLED
[OBSERVER] Component M125 changed from PENDING to INSTALLED
ERROR: Component M568 is not currently installed
ERROR: Component M312 is not currently installed
[OBSERVER] Component M645 changed from PENDING to INSTALLED
ERROR: Component M680 is not currently installed
[OBSERVER] Component M279 changed from PENDING to INSTALLED
[OBSERVER] Component M845 changed from PENDING to INSTALLED
[OBSERVER] Component M807 changed from PENDING to INSTALLED
[OBSERVER] Component P618 changed from PENDING to INSTALLED
[OBSERVER] Component M874 changed from PENDING to INSTALLED
[OBSERVER] Component P483 changed from PENDING to INSTALLED
[OBSERVER] Component M588 changed from PENDING to INSTALLED
[OBSERVER] Component P250 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component P49 is not in a mock fail state
ERROR: Component GHOST_P does not exist
ERROR: Component M207 is not in a mock fail state
ERROR: Component M646 is not in a mock fail state
[OBSERVER] Component M669 changed from PENDING to INSTALLED
[OBSERVER] Component M425 changed from PENDING to INSTALLED
[OBSERVER] Component M536 changed from PENDING to INSTALLED
[OBSERVER] Component M21 changed from PENDING to INSTALLED
[OBSERVER] Component P157 changed from PENDING to FAILED
[OBSERVER] Component M280 changed from PENDING to FAILED
ERROR: Component P348 is not in a mock fail state
ERROR: Component M740 is not in a mock fail state
[OBSERVER] Component M780 changed from PENDING to INSTALLED
[OBSERVER] Component P288 changed from PENDING to INSTALLED
ERROR: Component P288 is already installed
ERROR: Component GHOST_P does not exist
ERROR: Cannot attach to a module
ERROR: Component M543 is not in a mock fail state
[OBSERVER] Component M269 changed from PENDING to INSTALLED
ERROR: Component M598 is not in a mock fail state
ERROR: Component P163 is not in a mock fail state
ERROR: Component M871 is not currently installed
[OBSERVER] Component P531 changed from PENDING to INSTALLED
[OBSERVER] Component M121 changed from PENDING to INSTALLED
[OBSERVER] Component M220 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component with ID M213 already exists
[OBSERVER] Component M632 changed from PENDING to FAILED
[OBSERVER] Component M386 changed from PENDING to INSTALLED
ERROR: Component M924 is not currently installed
ERROR: Component with ID M225 already exists
[OBSERVER] Component P573 changed from PENDING to INSTALLED
ERROR: Component M926 is not currently installed
[OBSERVER] Component M782 changed from PENDING to INSTALLED
[OBSERVER] Component M303 changed from PENDING to INSTALLED
ERROR: Component P362 is not currently installed
[OBSERVER] Component M427 changed from PENDING to INSTALLED
ERROR: Component M141 is not in a mock fail state
[OBSERVER] Component M779 changed from PENDING to INSTALLED
[OBSERVER] Component M352 changed from PENDING to INSTALLED
[OBSERVER] Component P214 changed from PENDING to INSTALLED
[OBSERVER] Component M166 changed from PENDING to INSTALLED
ERROR: Component M166 is already installed
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M498 changed from PENDING to INSTALLED
[OBSERVER] Component M526 changed from PENDING to INSTALLED
ERROR: Component M328 is not currently installed
[OBSERVER] Component P586 changed from PENDING to INSTALLED
ERROR: Component P501 is not currently installed
[OBSERVER] Component M881 changed from PENDING to INSTALLED
ERROR: Component P546 is not currently installed
ERROR: Cannot attach to a module
ERROR: Invalid command
[OBSERVER] Component P558 changed from PENDING to INSTALLED
[OBSERVER] Component M698 changed from PENDING to INSTALLED
[OBSERVER] Component M179 changed from PENDING to INSTALLED
[OBSERVER] Component M635 changed from PENDING to INSTALLED
[OBSERVER] Component M345 changed from PENDING to INSTALLED
[OBSERVER] Component M7 changed from PENDING to INSTALLED
[OBSERVER] Component P218 changed from PENDING to INSTALLED
[OBSERVER] Component M213 changed from PENDING to INSTALLED
[OBSERVER] Component P176 changed from PENDING to INSTALLED
[OBSERVER] Component P112 changed from PENDING to INSTALLED
ERROR: Component with ID M935 already exists
[OBSERVER] Component M218 changed from PENDING to FAILED
ERROR: Component M861 is not in a mock fail state
ERROR: Component with ID M687 already exists
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M275 changed from PENDING to INSTALLED
[OBSERVER] Component M658 changed from PENDING to INSTALLED
[OBSERVER] Component M214 changed from PENDING to INSTALLED
[OBSERVER] Component M721 changed from PENDING to INSTALLED
[OBSERVER] Component M606 changed from PENDING to INSTALLED
[OBSERVER] Component M502 changed from PENDING to INSTALLED
[OBSERVER] Component P418 changed from PENDING to INSTALLED
[OBSERVER] Component P364 changed from PENDING to FAILED
ERROR: Component with ID M386 already exists
[OBSERVER] Component M805 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component GHOST_P does not exist
ERROR: Component M662 is not in a mock fail state
ERROR: Component M394 is not currently installed
[OBSERVER] Component M152 changed from PENDING to INSTALLED
[OBSERVER] Component M513 changed from PENDING to INSTALLED
[OBSERVER] Component P582 changed from PENDING to INSTALLED
[OBSERVER] Component M863 changed from PENDING to INSTALLED
[OBSERVER] Component M559 changed from PENDING to INSTALLED
[OBSERVER] Component M551 changed from PENDING to INSTALLED
[OBSERVER] Component M363 changed from PENDING to INSTALLED
[OBSERVER] Component P542 changed from PENDING to INSTALLED
[OBSERVER] Component M621 changed from PENDING to INSTALLED
[OBSERVER] Component P327 changed from PENDING to INSTALLED
[OBSERVER] Component P156 changed from PENDING to INSTALLED
[OBSERVER] Component P530 changed from PENDING to INSTALLED
[OBSERVER] Component M153 changed from PENDING to FAILED
[OBSERVER] Component P192 changed from PENDING to FAILED
[OBSERVER] Component P530 changed from INSTALLED to PENDING
[OBSERVER] Component P156 changed from INSTALLED to PENDING
[OBSERVER] Component P327 changed from INSTALLED to PENDING
[OBSERVER] Component M621 changed from INSTALLED to PENDING
[OBSERVER] Component P542 changed from INSTALLED to PENDING
[OBSERVER] Component M363 changed from INSTALLED to PENDING
[OBSERVER] Component M551 changed from INSTALLED to PENDING
[OBSERVER] Component M559 changed from INSTALLED to PENDING
[OBSERVER] Component M863 changed from INSTALLED to PENDING
[OBSERVER] Component P582 changed from INSTALLED to PENDING
[OBSERVER] Component M513 changed from INSTALLED to PENDING
[OBSERVER] Component M152 changed from INSTALLED to PENDING
[OBSERVER] Component P131 changed from PENDING to FAILED
[OBSERVER] Component P77 changed from PENDING to FAILED
ERROR: Invalid command
[OBSERVER] Component M257 changed from PENDING to INSTALLED
[OBSERVER] Component M634 changed from PENDING to INSTALLED
[OBSERVER] Component M872 changed from PENDING to INSTALLED
[OBSERVER] Component P574 changed from PENDING to INSTALLED
[OBSERVER] Component P273 changed from PENDING to INSTALLED
[OBSERVER] Component P130 changed from PENDING to INSTALLED
[OBSERVER] Component P571 changed from PENDING to INSTALLED
[OBSERVER] Component M568 changed from PENDING to INSTALLED
[OBSERVER] Component M151 changed from PENDING to INSTALLED
[OBSERVER] Component M72 changed from PENDING to INSTALLED
[OBSERVER] Component M558 changed from PENDING to INSTALLED
[OBSERVER] Component P478 changed from PENDING to INSTALLED
[OBSERVER] Component M335 changed from PENDING to INSTALLED
[OBSERVER] Component P554 changed from PENDING to INSTALLED
[OBSERVER] Component M235 changed from PENDING to FAILED
[OBSERVER] Component P554 changed from INSTALLED to PENDING
[OBSERVER] Component P491 changed from PENDING to FAILED
[OBSERVER] Component M335 changed from INSTALLED to PENDING
[OBSERVER] Component P478 changed from INSTALLED to PENDING
[OBSERVER] Component M558 changed from INSTALLED to PENDING
[OBSERVER] Component M72 changed from INSTALLED to PENDING
[OBSERVER] Component M151 changed from INSTALLED to PENDING
[OBSERVER] Component P242 changed from PENDING to FAILED
[OBSERVER] Component M462 changed from PENDING to INSTALLED
[OBSERVER] Component P417 changed from PENDING to INSTALLED
[OBSERVER] Component M827 changed from PENDING to INSTALLED
[OBSERVER] Component M839 changed from PENDING to INSTALLED
[OBSERVER] Component M105 changed from PENDING to INSTALLED
[OBSERVER] Component M503 changed from PENDING to FAILED
[OBSERVER] Component P480 changed from PENDING to FAILED
[OBSERVER] Component M105 changed from INSTALLED to PENDING
[OBSERVER] Component M839 changed from INSTALLED to PENDING
[OBSERVER] Component P474 changed from PENDING to FAILED
ERROR: Component M923 is not currently installed
ERROR: Component P87 is not currently installed
[OBSERVER] Component M667 changed from PENDING to INSTALLED
[OBSERVER] Component M493 changed from PENDING to INSTALLED
[OBSERVER] Component P583 changed from PENDING to INSTALLED
ERROR: Component P498 is not currently installed
ERROR: Component M12 is not in a mock fail state
[OBSERVER] Component M593 changed from PENDING to INSTALLED
ERROR: Component M747 is not in a mock fail state
[OBSERVER] Component M685 changed from PENDING to INSTALLED
[OBSERVER] Component P345 changed from PENDING to FAILED
[OBSERVER] Component M685 changed from INSTALLED to PENDING
[OBSERVER] Component P29 changed from PENDING to FAILED
ERROR: Component M467 is not currently installed
[OBSERVER] Component P584 changed from PENDING to INSTALLED
[OBSERVER] Component M400 changed from PENDING to INSTALLED
[OBSERVER] Component P514 changed from PENDING to INSTALLED
ERROR: Component P20 is not in a mock fail state
[OBSERVER] Component M700 changed from PENDING to INSTALLED
ERROR: Component P225 is not in a mock fail state
[OBSERVER] Component M175 changed from PENDING to INSTALLED
[OBSERVER] Component M44 changed from PENDING to INSTALLED
